Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,222.71324157714844,102.95999908447266,196.00999450683594,378.4171142578125,88.388427734375,110.26546478271484,5670.97021484375,224.00641185945875,104.19000244140625,198.33999633789062,381.32844426453147,89.71525361197476,111.82328673498283,5695.31005859375,219.8583310514353,100.76000213623047,187.66000366210938,372.95087209109226,86.49296328225762,106.64054773013802,5571.47998046875,220.15675729790527,101.5199966430664,187.66000366210938,374.2877261088344,86.92193677609905,107.1398479774266,5580.759765625,35905900,20794000,53679200,16092600,14520400,220601200,4243830000
2025-04-03,202.12203979492188,93.80000305175781,178.41000366210938,369.4750671386719,74.1624755859375,101.65754699707031,5396.52001953125,206.39944211542388,99.44999694824219,184.1300048828125,373.80251903809335,83.15096221997379,105.48218161280622,5499.52978515625,200.19223396809613,93.63999938964844,176.9199981689453,365.7517184220645,74.03278876043606,101.45782230020173,5390.830078125,204.4596791341039,97.79000091552734,183.0,371.13872318254886,82.72198873725262,103.36515315702636,5492.740234375,103419000,50472500,95553600,30198000,44839500,338769400,7210470000
2025-04-04,187.389892578125,85.76000213623047,171.0,356.3343505859375,64.5654525756836,94.17802429199219,5074.080078125,198.82944937179326,91.08000183105469,178.13999938964844,370.94065262193254,71.1696394225358,99.9898797349743,5292.14013671875,186.35535024633944,83.66999816894531,166.0,355.97787229621173,63.7075056106741,91.9811059228115,5069.89990234375,192.87092693410324,90.0999984741211,167.14999389648438,360.5825648601157,70.48129228915906,98.77159334909085,5292.14013671875,125910900,65847000,123159400,49209900,50737700,532273800,8853500000
2025-04-07,180.50624084472656,83.63999938964844,175.25999450683594,354.3736572265625,68.20673370361328,97.50335693359375,5062.25,193.12952861035487,89.0,183.41000366210938,367.38565979064595,72.28696304192796,101.60760579690213,5246.56982421875,173.70218080411468,77.75,161.3800048828125,341.43101018463227,61.39304206442101,86.49878224276449,4835.0400390625,176.26862197387908,80.68000030517578,162.0,347.4616768226877,63.78730852924181,87.33760304641297,4953.7900390625,160466300,70515400,109327100,50425000,50181800,611041300,8691980000
2025-04-08,171.51376342773438,78.20999908447266,170.66000366210938,351.10577392578125,65.38349914550781,96.16523742675781,4982.77001953125,189.33957458197378,88.93000030517578,185.89999389648438,370.0097901278565,72.7957574887861,105.70186824827938,5267.47021484375,168.32064359895526,76.4800033569336,168.57000732421875,346.83776558065426,63.36832220990868,94.3278084260022,4910.419921875,185.71870692843436,86.1500015258789,185.22999572753906,364.6723167446661,71.42902614671698,103.66472218207363,5193.56982421875,120859500,69910200,87710400,35868900,40822100,476243400,7408140000
2025-04-09,197.80484008789062,96.83999633789062,191.10000610351562,386.68572998046875,77.6840591430664,114.17000579833984,5456.89990234375,199.55558397169528,97.91000366210938,192.64999389648438,389.39905670107095,78.37240633574812,114.9389248904037,5481.33984375,170.9865365771085,78.87000274658203,169.92999267578125,349.66000929830324,63.5478933111861,97.39351305704149,4948.43017578125,171.04621878540135,79.22000122070312,172.1199951171875,350.0957251156184,66.04191982545925,98.75161045127601,4965.27978515625,184395900,97827400,116804300,50199700,63132600,612918300,9489600000
2025-04-10,189.4191436767578,88.69999694824219,181.22000122070312,377.63482666015625,69.88272094726562,107.4194564819336,5268.0498046875,193.7562279640405,92.94999694824219,186.8699951171875,380.15997201946135,72.87555683175366,110.70485307181585,5353.14990234375,182.03814529024513,85.05999755859375,175.85000610351562,364.21681503291546,67.3388074009807,99.01124202201945,5115.27001953125,188.07624843340898,91.0,185.44000244140625,378.3379012524662,72.32686720846075,109.21694044618194,5353.14990234375,121880000,65210600,68302000,38024400,44882300,437812400,6677140000
2025-04-11,197.1085205078125,93.4000015258789,184.8699951171875,384.6656494140625,69.38392639160156,110.77476501464844,5363.35986328125,198.49121408156802,94.76000213623047,185.86000061035156,386.25003769690613,70.00244103842446,111.39390013023589,5381.4599609375,185.0820690088969,90.5,178.0,375.1987873888056,66.67042019172567,107.32959598741144,5220.77001953125,185.12186726950821,90.51000213623047,179.92999267578125,376.93173851590154,68.8751420763307,108.34816524857224,5255.56005859375,87435900,57892600,50594300,23839200,30807800,313417300,5602550000
2025-04-14,201.45555114746094,94.5,182.1199951171875,384.0318603515625,70.85041046142578,110.55506896972656,5405.97021484375,211.82078139531484,97.37000274658203,187.44000244140625,390.8052198187617,74.60143421923632,114.13006086401796,5459.4599609375,200.10269875392328,93.44999694824219,179.22999572753906,380.46692636349223,69.80292228663833,108.91736463288024,5358.02001953125,210.32866545443895,97.11000061035156,186.83999633789062,389.38915847164185,74.49169627551908,113.95031245540225,5441.9599609375,101352900,36003000,48002500,19251200,32634700,264705000,5031440000
2025-04-15,201.07754516601562,95.29000091552734,179.58999633789062,381.9721374511719,70.870361328125,112.04297637939453,5396.6298828125,202.44033954558066,96.8499984741211,182.35000610351562,388.07212889209285,72.62616067673765,113.46099492172469,5450.41015625,198.74984792281177,94.62000274658203,177.92999267578125,380.41742551182244,70.381533552114,110.3453585264742,5386.43994140625,200.7990180691496,94.66000366210938,181.41000366210938,384.7250528209778,70.95017211923829,110.81470199440513,5411.990234375,51343900,28116500,43642000,17199900,19132700,228966900,4317110000
2025-04-16,193.24891662597656,88.29000091552734,174.3300018310547,367.9896545410156,69.16444396972656,104.34376525878906,5275.7001953125,199.64511311117855,90.47000122070312,179.10000610351562,377.8922316795949,70.28176457384032,106.64054948152403,5367.240234375,191.35889396287376,85.30000305175781,171.41000366210938,364.41483869971677,67.00959832834869,100.30941828019425,5220.7900390625,197.31741584829123,87.61000061035156,176.2899932861328,376.9614172312142,67.76778560340858,104.40368647017546,5335.75,59732400,62109000,51875300,21967800,28475000,397016900,4607750000
2025-04-17,195.94468688964844,87.5,172.61000061035156,364.197021484375,68.63571166992188,101.34796905517578,5282.7001953125,197.7849695303218,89.02999877929688,176.2100067138672,370.6733161182554,70.31170020824621,104.32380208660638,5328.31005859375,193.39814444403507,86.5199966430664,172.0,363.31570773511413,66.84000694629727,99.90998942448081,5255.580078125,196.16353180406117,88.83999633789062,176.0,370.1088619054277,70.27179481314613,104.30382580885471,5305.4501953125,52164700,34801400,44726500,21120200,20694100,292517500,4714880000
2025-04-21,192.14476013183594,85.55999755859375,167.32000732421875,355.621337890625,66.58062744140625,96.77438354492188,5158.2001953125,192.78139570274652,86.13999938964844,169.60000610351562,360.92913483987803,67.83762078112703,99.3008417327631,5232.93994140625,188.8123615658979,83.75,165.2899932861328,352.20496698178397,65.49323393813212,94.90699776234818,5101.6298828125,192.25418258208256,86.0199966430664,169.60000610351562,359.28530344299344,67.59819601538176,98.63177356997639,5232.93994140625,46742500,33855400,48126100,20807300,19826100,288501100,4226340000
